t_s,j1,j2,j3,j4,j5,j6,operation
0.7294,0.082343,-1.085477,-2.066589,-1.690066,1.43332,-0.033472,Pick
0.7699,0.079765,-1.102048,-2.054286,-1.695614,1.435953,-0.032558,Pick
0.8104,0.076905,-1.121033,-2.040447,-1.702153,1.43934,-0.031446,Pick
0.8507,0.073978,-1.140597,-2.02624,-1.708929,1.442908,-0.030286,Pick
0.8912,0.071051,-1.160161,-2.012033,-1.715705,1.446477,-0.029127,Pick
0.9316,0.068124,-1.179726,-1.997825,-1.722481,1.450045,-0.027967,Pick
0.972,0.06507,-1.201418,-1.982302,-1.730186,1.454489,-0.026541,Pick
1.0125,0.062012,-1.223181,-1.966735,-1.737923,1.458962,-0.025106,Pick
1.0531,0.058953,-1.244945,-1.951167,-1.74566,1.463436,-0.023671,Pick
1.0934,0.055897,-1.266898,-1.935475,-1.753488,1.468025,-0.0222,Pick
1.1338,0.052857,-1.290136,-1.918938,-1.761939,1.473399,-0.020486,Pick
1.1743,0.049817,-1.313374,-1.902401,-1.77039,1.478772,-0.018772,Pick
1.2147,0.046777,-1.336612,-1.885864,-1.77884,1.484146,-0.017058,Pick
1.255,0.043786,-1.360101,-1.869135,-1.78743,1.48975,-0.015255,Pick
1.2954,0.040917,-1.384206,-1.851938,-1.79636,1.495917,-0.013238,Pick
1.3374,0.038048,-1.408311,-1.834741,-1.80529,1.502084,-0.01122,Pick
1.3764,0.03518,-1.432416,-1.817544,-1.814221,1.508251,-0.009203,Pick
1.4168,0.032416,-1.45674,-1.800144,-1.823305,1.514728,-0.007069,Pick
1.4572,0.029781,-1.481331,-1.782499,-1.832576,1.521583,-0.004793,Pick
1.498,0.027145,-1.505921,-1.764854,-1.841847,1.528437,-0.002517,Pick
1.538,0.024509,-1.530511,-1.747209,-1.851119,1.535291,-0.000241,Pick
1.5783,0.022092,-1.555179,-1.72944,-1.860563,1.542549,0.00221,Pick
1.6188,0.019813,-1.579895,-1.711593,-1.870116,1.550062,0.004771,Pick
1.6592,0.017533,-1.604611,-1.693746,-1.879669,1.557575,0.007332,Pick
1.6996,0.015254,-1.629328,-1.6759,-1.889223,1.565088,0.009894,Pick
1.74,0.01333,-1.653819,-1.658058,-1.898922,1.573155,0.012703,Pick
1.7812,0.011508,-1.678245,-1.640219,-1.908664,1.581383,0.015584,Pick
1.8217,0.009687,-1.702671,-1.622379,-1.918406,1.589611,0.018465,Pick
1.8637,0.007866,-1.727097,-1.60454,-1.928147,1.597839,0.021347,Pick
1.9033,0.006569,-1.750942,-1.586984,-1.93806,1.606869,0.024581,Pick
1.9428,0.005308,-1.774747,-1.569448,-1.947984,1.615954,0.027839,Pick
1.9833,0.004047,-1.798552,-1.551912,-1.957907,1.625039,0.031097,Pick
2.0238,0.00284,-1.822277,-1.534435,-1.967844,1.634203,0.034384,Pick
2.0651,0.002143,-1.845264,-1.517504,-1.977901,1.644108,0.037941,Pick
2.1046,0.001446,-1.86825,-1.500574,-1.987959,1.654014,0.041499,Pick
2.1451,0.000749,-1.891236,-1.483644,-1.998016,1.663919,0.045056,Pick
2.1862,0.000195,-1.91397,-1.466949,-2.008094,1.674003,0.048666,Pick
2.2266,5.4e-05,-1.935977,-1.45093,-2.018233,1.684603,0.052427,Pick
2.267,-8.8e-05,-1.957983,-1.434912,-2.028373,1.695203,0.056189,Pick
2.3079,-0.000229,-1.97999,-1.418894,-2.038512,1.705803,0.05995,Pick
2.3503,-0.00019,-2.001491,-1.403341,-2.048603,1.71661,0.063744,Pick
2.3918,0.000101,-2.022294,-1.388431,-2.058628,1.727703,0.067583,Pick
2.4321,0.000391,-2.043096,-1.373522,-2.068653,1.738796,0.071422,Pick
2.4731,0.000681,-2.063898,-1.358612,-2.078678,1.749889,0.075261,Pick
2.5142,0.001231,-2.083799,-1.344471,-2.088515,1.761159,0.079124,Pick
2.5554,0.00197,-2.103048,-1.330885,-2.098217,1.772557,0.083003,Pick
2.5965,0.002709,-2.122297,-1.317299,-2.107919,1.783955,0.086883,Pick
2.6376,0.003448,-2.141546,-1.303714,-2.117621,1.795354,0.090762,Pick
2.6788,0.004484,-2.15941,-1.291178,-2.126909,1.806823,0.094623,Pick
2.7194,0.005622,-2.176792,-1.279008,-2.136053,1.818317,0.098479,Pick
2.76,0.006761,-2.194174,-1.266837,-2.145197,1.829811,0.102334,Pick
2.8009,0.007899,-2.211556,-1.254667,-2.154341,1.841305,0.106189,Pick
2.842,0.009421,-2.227027,-1.243829,-2.16284,1.852706,0.109997,Pick
2.8824,0.010984,-2.242293,-1.233133,-2.171269,1.864097,0.1138,Pick
2.9236,0.012547,-2.25756,-1.222438,-2.179698,1.875488,0.117603,Pick
2.9643,0.014129,-2.272681,-1.211832,-2.188068,1.886855,0.121398,Pick
3.0047,0.015982,-2.285703,-1.202523,-2.195588,1.897875,0.125076,Pick
3.0452,0.017834,-2.298725,-1.193214,-2.203107,1.908895,0.128755,Pick
3.0857,0.019687,-2.311747,-1.183905,-2.210626,1.919915,0.132433,Pick
3.1262,0.0216,-2.324267,-1.17491,-2.21794,1.930826,0.136082,Pick
3.1667,0.023722,-2.335069,-1.166993,-2.224548,1.941363,0.13963,Pick
3.2082,0.025843,-2.345871,-1.159075,-2.231157,1.951899,0.143179,Pick
3.2482,0.027964,-2.356673,-1.151157,-2.237765,1.962435,0.146727,Pick
3.2893,0.030197,-2.36667,-1.14379,-2.244073,1.972769,0.150221,Pick
3.3311,0.032606,-2.375394,-1.137296,-2.249905,1.982783,0.15363,Pick
3.372,0.035016,-2.384118,-1.130802,-2.255737,1.992797,0.157039,Pick
3.4131,0.037425,-2.392843,-1.124308,-2.261569,2.00281,0.160448,Pick
3.4536,0.040031,-2.400523,-1.118611,-2.267083,2.012565,0.163805,Pick
3.4941,0.042799,-2.407344,-1.11357,-2.272334,2.022106,0.16712,Pick
3.535,0.045567,-2.414166,-1.10853,-2.277585,2.031647,0.170435,Pick
3.576,0.048335,-2.420987,-1.103489,-2.282836,2.041188,0.17375,Pick
3.6171,0.051252,-2.426645,-1.099423,-2.287738,2.05035,0.176961,Pick
3.6579,0.05423,-2.431828,-1.095756,-2.292498,2.059357,0.180129,Pick
3.6983,0.057208,-2.43701,-1.092089,-2.297258,2.068364,0.183297,Pick
3.7388,0.060186,-2.442193,-1.088422,-2.302018,2.077371,0.186466,Pick
3.7793,0.063149,-2.446186,-1.085821,-2.306316,2.085696,0.189417,Pick
3.82,0.06611,-2.450003,-1.083378,-2.310545,2.09392,0.192335,Pick
3.8609,0.069071,-2.45382,-1.080935,-2.314775,2.102144,0.195254,Pick
3.9013,0.072022,-2.457604,-1.078526,-2.318985,2.110331,0.198158,Pick
3.9423,0.074697,-2.460376,-1.077135,-2.322615,2.117416,0.200632,Pick
3.9833,0.077372,-2.463149,-1.075744,-2.326245,2.124502,0.203106,Pick
4.0237,0.080047,-2.465922,-1.074353,-2.329874,2.131588,0.20558,Pick
4.0648,0.082624,-2.468531,-1.073115,-2.33336,2.138387,0.207943,Pick
4.1058,0.084793,-2.470461,-1.07251,-2.336251,2.143992,0.209844,Pick
4.1468,0.086961,-2.472392,-1.071906,-2.339142,2.149597,0.211746,Pick
4.1878,0.08913,-2.474322,-1.071302,-2.342032,2.155202,0.213647,Pick
4.2289,0.091057,-2.475987,-1.070873,-2.344597,2.160168,0.215316,Pick
4.27,0.092547,-2.477173,-1.070761,-2.346569,2.163974,0.21656,Pick
4.3105,0.094037,-2.478358,-1.070648,-2.348541,2.167779,0.217805,Pick
4.351,0.095526,-2.479543,-1.070536,-2.350514,2.171585,0.219049,Pick
4.3926,0.09661,-2.480386,-1.070511,-2.351954,2.17438,0.219954,Pick
4.4334,0.097312,-2.480906,-1.070566,-2.352894,2.176227,0.220538,Pick
4.474,0.098014,-2.481426,-1.070621,-2.353835,2.178074,0.221123,Pick
4.5145,0.098716,-2.481946,-1.070677,-2.354776,2.179922,0.221708,Pick
4.555,0.098943,-2.482114,-1.070695,-2.355079,2.180517,0.221897,Pick
4.5954,0.098943,-2.482114,-1.070695,-2.355079,2.180517,0.221897,Pick
4.6359,0.098943,-2.482114,-1.070695,-2.355079,2.180517,0.221897,Pick
4.677,0.098943,-2.482114,-1.070695,-2.355079,2.180517,0.221897,Pick
4.7175,0.098943,-2.482114,-1.070695,-2.355079,2.180517,0.221897,Pick
4.7585,0.098943,-2.482114,-1.070695,-2.355079,2.180517,0.221897,Pick
4.7991,0.098943,-2.482114,-1.070695,-2.355079,2.180517,0.221897,Pick
4.8812,0.098943,-2.482114,-1.070695,-2.355079,2.180517,0.221897,Pick
4.9216,0.098943,-2.482114,-1.070695,-2.355079,2.180517,0.221897,Pick
4.9628,0.098943,-2.482114,-1.070695,-2.355079,2.180517,0.221897,Pick
5.0031,0.099066,-2.481837,-1.071359,-2.354661,2.180624,0.221943,Pick
5.0441,0.09919,-2.48156,-1.072023,-2.354242,2.18073,0.221988,Pick
5.0843,0.099448,-2.480991,-1.073398,-2.353375,2.180951,0.222093,Pick
5.1246,0.099706,-2.480423,-1.074774,-2.352508,2.181172,0.222197,Pick
5.165,0.100082,-2.479586,-1.076784,-2.351234,2.181503,0.222363,Pick
5.2056,0.100457,-2.47875,-1.078794,-2.349961,2.181833,0.222529,Pick
5.2466,0.100922,-2.477694,-1.081324,-2.348346,2.182263,0.222749,Pick
5.2876,0.101386,-2.476638,-1.083855,-2.346732,2.182693,0.22297,Pick
5.3286,0.101925,-2.475415,-1.086795,-2.344858,2.183202,0.223233,Pick
5.3713,0.102463,-2.474192,-1.089735,-2.342984,2.183712,0.223496,Pick
5.4127,0.103076,-2.472844,-1.093,-2.340919,2.184282,0.223793,Pick
5.4536,0.103689,-2.471495,-1.096266,-2.338854,2.184852,0.22409,Pick
5.494,0.104369,-2.470047,-1.099797,-2.336627,2.185464,0.224409,Pick
5.5343,0.10505,-2.468597,-1.103329,-2.334401,2.186076,0.224728,Pick
5.5749,0.105779,-2.467054,-1.10709,-2.332013,2.186729,0.225057,Pick
5.6173,0.106507,-2.465511,-1.110851,-2.329626,2.187382,0.225386,Pick
5.6578,0.107276,-2.463868,-1.114828,-2.327069,2.18809,0.225723,Pick
5.6982,0.108046,-2.462225,-1.118804,-2.324512,2.188798,0.22606,Pick
5.7387,0.108855,-2.460492,-1.123015,-2.321795,2.189568,0.22642,Pick
5.7792,0.109665,-2.458759,-1.127226,-2.319079,2.190338,0.226779,Pick
5.8195,0.110529,-2.456939,-1.131664,-2.316218,2.19117,0.227168,Pick
5.86,0.111393,-2.45512,-1.136101,-2.313358,2.192002,0.227556,Pick
5.9006,0.112308,-2.453231,-1.140735,-2.310371,2.192879,0.227963,Pick
5.9411,0.113224,-2.451341,-1.145369,-2.307384,2.193756,0.22837,Pick
5.9821,0.114186,-2.449389,-1.150158,-2.30428,2.194667,0.228791,Pick
6.0226,0.115149,-2.447437,-1.154948,-2.301176,2.195578,0.229212,Pick
6.0633,0.116158,-2.445436,-1.159877,-2.297972,2.196519,0.229663,Pick
6.1044,0.117167,-2.443434,-1.164806,-2.294768,2.197461,0.230113,Pick
6.1454,0.118221,-2.441396,-1.169847,-2.291484,2.198431,0.230604,Pick
6.1864,0.119275,-2.439358,-1.174888,-2.288199,2.1994,0.231095,Pick
6.2275,0.120361,-2.437304,-1.179988,-2.284868,2.20039,0.231609,Pick
6.268,0.121448,-2.435249,-1.185088,-2.281536,2.201379,0.232124,Pick
6.31,0.12255,-2.433201,-1.190187,-2.278188,2.202379,0.232641,Pick
6.352,0.123652,-2.431152,-1.195285,-2.27484,2.203379,0.233158,Pick
6.3913,0.12476,-2.429133,-1.200336,-2.271517,2.204386,0.233675,Pick
6.4321,0.125868,-2.427115,-1.205387,-2.268195,2.205393,0.234192,Pick
6.4735,0.126965,-2.42515,-1.210325,-2.264942,2.2064,0.234709,Pick
6.5139,0.128061,-2.423185,-1.215262,-2.26169,2.207407,0.235226,Pick
6.5544,0.129116,-2.421308,-1.219997,-2.258554,2.208395,0.235727,Pick
6.5948,0.13017,-2.41943,-1.224731,-2.255419,2.209383,0.236228,Pick
6.6352,0.131158,-2.417665,-1.229162,-2.252455,2.210323,0.236692,Pick
6.6761,0.132146,-2.415899,-1.233592,-2.249491,2.211263,0.237155,Pick
6.7172,0.133063,-2.414286,-1.237647,-2.246756,2.212128,0.237573,Pick
6.7582,0.133979,-2.412674,-1.241703,-2.244021,2.212992,0.237991,Pick
6.7995,0.134815,-2.411244,-1.245323,-2.241591,2.213764,0.238366,Pick
6.8404,0.135651,-2.409813,-1.248943,-2.239161,2.214535,0.238741,Pick
6.8809,0.136389,-2.408598,-1.252059,-2.237079,2.215206,0.23907,Pick
6.922,0.137127,-2.407382,-1.255175,-2.234998,2.215877,0.239398,Pick
6.9631,0.137729,-2.406392,-1.25772,-2.233302,2.216438,0.239672,Pick
7.005,0.13833,-2.405401,-1.260266,-2.231606,2.216998,0.239946,Pick
7.0431,0.13878,-2.404651,-1.262192,-2.230309,2.217433,0.240159,Pick
7.084,0.139231,-2.403902,-1.264118,-2.229013,2.217868,0.240371,Pick
7.1242,0.139527,-2.403401,-1.265392,-2.228151,2.218161,0.240516,Pick
7.1644,0.139822,-2.402901,-1.266667,-2.227288,2.218453,0.24066,Pick
7.2046,0.139966,-2.402664,-1.267273,-2.226876,2.218592,0.240731,Pick
7.2473,0.14011,-2.402427,-1.267878,-2.226464,2.218731,0.240801,Pick
7.2858,0.14011,-2.402427,-1.267878,-2.226464,2.218731,0.240801,Pick
7.3259,0.14011,-2.402427,-1.267878,-2.226464,2.218731,0.240801,Pick
7.3662,0.14011,-2.402427,-1.267878,-2.226464,2.218731,0.240801,Pick
10.5674,0.14011,-2.402427,-1.267878,-2.226464,2.218731,0.240801,
10.6075,0.14011,-2.402427,-1.267878,-2.226464,2.218731,0.240801,Move_to_Surface
10.6479,0.14011,-2.402427,-1.267878,-2.226464,2.218731,0.240801,Move_to_Surface
10.6883,0.139997,-2.402649,-1.267332,-2.22682,2.218636,0.240748,Move_to_Surface
10.7287,0.139885,-2.40287,-1.266786,-2.227176,2.21854,0.240695,Move_to_Surface
10.7693,0.13965,-2.403331,-1.265654,-2.227916,2.218337,0.240583,Move_to_Surface
10.8097,0.139416,-2.403793,-1.264522,-2.228655,2.218133,0.240472,Move_to_Surface
10.8502,0.139065,-2.40448,-1.262835,-2.229758,2.217822,0.240305,Move_to_Surface
10.8906,0.138715,-2.405166,-1.261147,-2.230861,2.21751,0.240138,Move_to_Surface
10.9311,0.138255,-2.406061,-1.258942,-2.232301,2.217092,0.239923,Move_to_Surface
10.9715,0.137796,-2.406956,-1.256737,-2.233741,2.216673,0.239707,Move_to_Surface
11.0119,0.137236,-2.408041,-1.254055,-2.235492,2.216157,0.239447,Move_to_Surface
11.0525,0.136676,-2.409127,-1.251373,-2.237243,2.215641,0.239186,Move_to_Surface
11.093,0.136026,-2.410387,-1.248259,-2.239277,2.215042,0.238882,Move_to_Surface
11.1333,0.135376,-2.411647,-1.245146,-2.241311,2.214444,0.238579,Move_to_Surface
11.1751,0.134645,-2.413068,-1.241641,-2.243602,2.213776,0.238239,Move_to_Surface
11.2155,0.133914,-2.414488,-1.238136,-2.245893,2.213109,0.2379,Move_to_Surface
11.2559,0.13311,-2.416054,-1.234277,-2.248415,2.21238,0.237532,Move_to_Surface
11.2963,0.132307,-2.41762,-1.230417,-2.250937,2.211651,0.237165,Move_to_Surface
11.3368,0.131437,-2.419314,-1.226232,-2.253665,2.210863,0.236774,Move_to_Surface
11.3772,0.130567,-2.421009,-1.222048,-2.256393,2.210075,0.236382,Move_to_Surface
11.4177,0.129637,-2.422817,-1.217573,-2.259306,2.209226,0.235965,Move_to_Surface
11.458,0.128706,-2.424625,-1.213099,-2.262218,2.208378,0.235547,Move_to_Surface
11.4985,0.127722,-2.426533,-1.208373,-2.265295,2.20747,0.235101,Move_to_Surface
11.5389,0.126738,-2.42844,-1.203646,-2.268371,2.206562,0.234655,Move_to_Surface
11.5794,0.125708,-2.430429,-1.198714,-2.271586,2.205601,0.234184,Move_to_Surface
11.6198,0.124678,-2.43242,-1.193781,-2.274801,2.204641,0.233713,Move_to_Surface
11.6602,0.123614,-2.434475,-1.188691,-2.278122,2.203644,0.233224,Move_to_Surface
11.7007,0.12255,-2.436531,-1.1836,-2.281445,2.202646,0.232735,Move_to_Surface
11.7411,0.121464,-2.43863,-1.178404,-2.284837,2.201634,0.232234,Move_to_Surface
11.7815,0.120378,-2.440729,-1.173207,-2.288229,2.200622,0.231734,Move_to_Surface
11.822,0.119283,-2.442851,-1.16796,-2.291652,2.199609,0.231228,Move_to_Surface
11.8624,0.118188,-2.444973,-1.162713,-2.295075,2.198596,0.230722,Move_to_Surface
11.9034,0.117095,-2.447092,-1.157474,-2.298493,2.19759,0.230217,Move_to_Surface
11.9439,0.116003,-2.449211,-1.152235,-2.301912,2.196584,0.229711,Move_to_Surface
11.9844,0.114924,-2.451303,-1.147069,-2.305285,2.195585,0.229212,Move_to_Surface
12.0247,0.113845,-2.453394,-1.141902,-2.308659,2.194585,0.228713,Move_to_Surface
12.0653,0.112792,-2.455431,-1.13687,-2.311947,2.193601,0.228223,Move_to_Surface
12.1058,0.111739,-2.457467,-1.131839,-2.315235,2.192616,0.227734,Move_to_Surface
12.1462,0.110726,-2.459421,-1.127003,-2.318396,2.19166,0.227261,Move_to_Surface
12.1866,0.109713,-2.461375,-1.122166,-2.321557,2.190704,0.226788,Move_to_Surface
12.2271,0.108752,-2.463223,-1.117582,-2.324547,2.189794,0.226342,Move_to_Surface
12.2676,0.107792,-2.46507,-1.112998,-2.327538,2.188884,0.225895,Move_to_Surface
12.3081,0.106898,-2.466791,-1.108722,-2.330324,2.188038,0.225485,Move_to_Surface
12.3494,0.106003,-2.468513,-1.104445,-2.33311,2.187192,0.225076,Move_to_Surface
12.3896,0.105185,-2.470089,-1.10053,-2.335659,2.186423,0.224705,Move_to_Surface
12.4298,0.104368,-2.471666,-1.096616,-2.338208,2.185654,0.224335,Move_to_Surface
12.4706,0.103637,-2.473078,-1.093114,-2.340489,2.184972,0.224004,Move_to_Surface
12.5107,0.102907,-2.474491,-1.089611,-2.342771,2.184291,0.223672,Move_to_Surface
12.5511,0.102273,-2.475718,-1.086573,-2.34475,2.1837,0.223383,Move_to_Surface
12.5915,0.101638,-2.476944,-1.083535,-2.34673,2.183108,0.223094,Move_to_Surface
12.6326,0.101111,-2.477962,-1.081011,-2.348373,2.182611,0.222855,Move_to_Surface
12.6739,0.100584,-2.47898,-1.078487,-2.350016,2.182115,0.222615,Move_to_Surface
12.7138,0.100176,-2.479765,-1.076536,-2.351285,2.181721,0.222432,Move_to_Surface
12.7541,0.099767,-2.480551,-1.074584,-2.352555,2.181328,0.222248,Move_to_Surface
12.7948,0.09949,-2.481082,-1.073264,-2.353414,2.181055,0.222124,Move_to_Surface
12.8353,0.099213,-2.481614,-1.071944,-2.354273,2.180783,0.222,Move_to_Surface
12.8758,0.099078,-2.481871,-1.071305,-2.35469,2.180648,0.221939,Move_to_Surface
12.9162,0.098943,-2.482128,-1.070666,-2.355106,2.180513,0.221878,Move_to_Surface
12.9567,0.098943,-2.482128,-1.070666,-2.355106,2.180513,0.221878,Move_to_Surface
12.9971,0.098943,-2.482128,-1.070666,-2.355106,2.180513,0.221878,Move_to_Surface
13.0384,0.098943,-2.482128,-1.070666,-2.355106,2.180513,0.221878,Move_to_Surface
13.12,0.098943,-2.482128,-1.070666,-2.355106,2.180513,0.221878,Move_to_Surface
13.1595,0.098943,-2.482128,-1.070666,-2.355106,2.180513,0.221878,Move_to_Surface
13.2,0.098943,-2.482128,-1.070666,-2.355106,2.180513,0.221878,Move_to_Surface
13.2411,0.099556,-2.4819,-1.069878,-2.355812,2.181622,0.222457,Move_to_Surface
13.2816,0.100168,-2.481672,-1.069089,-2.356517,2.18273,0.223037,Move_to_Surface
13.3218,0.101424,-2.481207,-1.067442,-2.357957,2.185004,0.224222,Move_to_Surface
13.3623,0.10268,-2.480743,-1.065795,-2.359396,2.187277,0.225407,Move_to_Surface
13.4027,0.104515,-2.480078,-1.063338,-2.361501,2.190629,0.227117,Move_to_Surface
13.4433,0.106351,-2.479412,-1.060881,-2.363606,2.193982,0.228827,Move_to_Surface
13.484,0.108691,-2.478599,-1.057689,-2.366305,2.198302,0.230971,Move_to_Surface
13.5242,0.111031,-2.477786,-1.054496,-2.369005,2.202623,0.233115,Move_to_Surface
13.5658,0.11381,-2.476855,-1.050652,-2.372229,2.20781,0.235649,Move_to_Surface
13.6052,0.116588,-2.475923,-1.046808,-2.375453,2.212997,0.238183,Move_to_Surface
13.6455,0.11975,-2.474881,-1.04239,-2.379122,2.218926,0.24112,Move_to_Surface
13.6864,0.122911,-2.473839,-1.037972,-2.382792,2.224854,0.244057,Move_to_Surface
13.7269,0.126406,-2.472678,-1.033052,-2.38683,2.231405,0.247413,Move_to_Surface
13.7672,0.129901,-2.471516,-1.028132,-2.390868,2.237956,0.25077,Move_to_Surface
13.8075,0.133679,-2.470231,-1.022768,-2.3952,2.245013,0.254517,Move_to_Surface
13.8479,0.137457,-2.468946,-1.017404,-2.399532,2.252071,0.258264,Move_to_Surface
13.8898,0.14149,-2.467539,-1.011649,-2.404124,2.259555,0.262368,Move_to_Surface
13.93,0.145523,-2.466132,-1.005894,-2.408715,2.267038,0.266472,Move_to_Surface
13.9695,0.149798,-2.464581,-0.999775,-2.413539,2.274879,0.270914,Move_to_Surface
14.0103,0.154073,-2.46303,-0.993656,-2.418362,2.282721,0.275356,Move_to_Surface
14.0507,0.158593,-2.461317,-0.987199,-2.423404,2.290862,0.28015,Move_to_Surface
14.0911,0.163114,-2.459603,-0.980743,-2.428447,2.299003,0.284943,Move_to_Surface
14.1315,0.167862,-2.457715,-0.973977,-2.433676,2.307378,0.290057,Move_to_Surface
14.1721,0.17261,-2.455827,-0.967212,-2.438905,2.315753,0.295171,Move_to_Surface
14.2126,0.177547,-2.453792,-0.960193,-2.444282,2.324296,0.300543,Move_to_Surface
14.253,0.182484,-2.451757,-0.953175,-2.449658,2.33284,0.305914,Move_to_Surface
14.2937,0.187553,-2.449612,-0.945963,-2.455134,2.341481,0.31147,Move_to_Surface
14.3342,0.192622,-2.447466,-0.938751,-2.460611,2.350122,0.317026,Move_to_Surface
14.375,0.197763,-2.445232,-0.931415,-2.46612,2.358774,0.322736,Move_to_Surface
14.4172,0.202904,-2.442997,-0.92408,-2.471628,2.367426,0.328447,Move_to_Surface
14.4567,0.208066,-2.440677,-0.916686,-2.477097,2.375982,0.334299,Move_to_Surface
14.4982,0.213229,-2.438357,-0.909292,-2.482566,2.384538,0.340152,Move_to_Surface
14.5381,0.218361,-2.435954,-0.901932,-2.487924,2.392879,0.346112,Move_to_Surface
14.5778,0.223493,-2.433552,-0.894571,-2.493283,2.401221,0.352073,Move_to_Surface
14.6183,0.228538,-2.431101,-0.887338,-2.498471,2.409233,0.358068,Move_to_Surface
14.6587,0.233582,-2.42865,-0.880105,-2.503659,2.417245,0.364062,Move_to_Surface
14.6991,0.238469,-2.426198,-0.8731,-2.508625,2.424822,0.369992,Move_to_Surface
14.7396,0.243355,-2.423747,-0.866096,-2.513591,2.4324,0.375923,Move_to_Surface
14.78,0.248008,-2.421356,-0.859403,-2.51827,2.439451,0.381691,Move_to_Surface
14.8208,0.252661,-2.418966,-0.852711,-2.522949,2.446503,0.38746,Move_to_Surface
14.8608,0.257009,-2.416686,-0.846419,-2.527287,2.452954,0.392958,Move_to_Surface
14.9029,0.261357,-2.414406,-0.840127,-2.531623,2.459404,0.398457,Move_to_Surface
14.9415,0.265336,-2.412292,-0.834333,-2.535563,2.465197,0.403578,Move_to_Surface
14.9821,0.269314,-2.410179,-0.828539,-2.539503,2.47099,0.408699,Move_to_Surface
15.0225,0.272857,-2.408287,-0.823347,-2.542992,2.47608,0.413325,Move_to_Surface
15.0643,0.2764,-2.406395,-0.818155,-2.54648,2.481171,0.417951,Move_to_Surface
15.1035,0.279435,-2.404773,-0.813656,-2.549458,2.485511,0.421987,Move_to_Surface
15.1439,0.282471,-2.403151,-0.809158,-2.552435,2.489851,0.426024,Move_to_Surface
15.1849,0.284935,-2.401834,-0.805434,-2.554833,2.493394,0.429371,Move_to_Surface
15.2253,0.287399,-2.400517,-0.801709,-2.557231,2.496937,0.432718,Move_to_Surface
15.2668,0.289252,-2.399526,-0.798838,-2.559024,2.499629,0.435291,Move_to_Surface
15.3106,0.291104,-2.398534,-0.795966,-2.560816,2.502321,0.437865,Move_to_Surface
15.3513,0.292324,-2.397879,-0.794028,-2.561983,2.50412,0.439583,Move_to_Surface
15.3918,0.293544,-2.397224,-0.79209,-2.563149,2.505919,0.441301,Move_to_Surface
15.4322,0.294122,-2.396914,-0.791154,-2.5637,2.506782,0.44212,Move_to_Surface
15.4731,0.294701,-2.396603,-0.790218,-2.564251,2.507645,0.44294,Move_to_Surface
15.5136,0.294701,-2.396603,-0.790218,-2.564251,2.507645,0.44294,Move_to_Surface
15.5539,0.294701,-2.396603,-0.790218,-2.564251,2.507645,0.44294,Move_to_Surface
15.5943,0.294701,-2.396603,-0.790218,-2.564251,2.507645,0.44294,Move_to_Surface
15.6751,0.294701,-2.396603,-0.790218,-2.564251,2.507645,0.44294,Move_to_Surface
15.7181,0.294701,-2.396603,-0.790218,-2.564251,2.507645,0.44294,Move_to_Surface
15.7558,0.294701,-2.396603,-0.790218,-2.564251,2.507645,0.44294,Move_to_Surface
15.7963,0.294859,-2.396331,-0.79083,-2.563801,2.507784,0.443083,Move_to_Surface
15.8368,0.295017,-2.396059,-0.791442,-2.563352,2.507922,0.443226,Move_to_Surface
15.8778,0.295344,-2.395495,-0.792705,-2.562415,2.508209,0.44352,Move_to_Surface
15.9176,0.295671,-2.39493,-0.793968,-2.561479,2.508495,0.443814,Move_to_Surface
15.9582,0.296157,-2.39409,-0.795843,-2.56009,2.508921,0.444251,Move_to_Surface
15.9985,0.296643,-2.39325,-0.797719,-2.558702,2.509347,0.444687,Move_to_Surface
16.039,0.297276,-2.392164,-0.800147,-2.556898,2.509905,0.445255,Move_to_Surface
16.0801,0.297909,-2.391077,-0.802576,-2.555094,2.510463,0.445822,Move_to_Surface
16.1207,0.298673,-2.389766,-0.805505,-2.552926,2.51114,0.446509,Move_to_Surface
16.1604,0.299438,-2.388456,-0.808435,-2.550756,2.511817,0.447196,Move_to_Surface
16.2024,0.300319,-2.386945,-0.811802,-2.548254,2.512599,0.447983,Move_to_Surface
16.2429,0.301199,-2.385435,-0.815169,-2.545751,2.51338,0.448771,Move_to_Surface
16.2833,0.302187,-2.383741,-0.818944,-2.54295,2.514259,0.449652,Move_to_Surface
16.3237,0.303174,-2.382047,-0.822719,-2.540149,2.515138,0.450532,Move_to_Surface
16.3641,0.304258,-2.380187,-0.826867,-2.53707,2.516105,0.451494,Move_to_Surface
16.4045,0.305341,-2.378326,-0.831015,-2.53399,2.517071,0.452455,Move_to_Surface
16.4449,0.306512,-2.376316,-0.835513,-2.530662,2.518116,0.453498,Move_to_Surface
16.4854,0.307682,-2.374305,-0.84001,-2.527333,2.519161,0.454541,Move_to_Surface
16.5259,0.308928,-2.372159,-0.844811,-2.523777,2.520258,0.455652,Move_to_Surface
16.5665,0.310174,-2.370012,-0.849613,-2.52022,2.521356,0.456763,Move_to_Surface
16.6069,0.311485,-2.367747,-0.854675,-2.516467,2.522502,0.457943,Move_to_Surface
16.6474,0.312797,-2.365481,-0.859736,-2.512715,2.523648,0.459123,Move_to_Surface
16.6878,0.314163,-2.363122,-0.865009,-2.508805,2.524834,0.460358,Move_to_Surface
16.7284,0.31553,-2.360762,-0.870281,-2.504896,2.52602,0.461592,Move_to_Surface
16.7688,0.316936,-2.358333,-0.875699,-2.500875,2.527236,0.462871,Move_to_Surface
