timestamp,seed,task,robot_cfg,plan_success,planning_time_s,num_satisfying,execute_success,max_transport_tilt_deg,failure_reason,beaker_xy,flask_xy,poured,final_tilt_deg,final_xy,placed_upright,placed_in_goal,task_success,target_obj,goal_err_mm,aux_check,pour_peak_tilt_deg,pour_lip_err_mm,pour_start_lip_err_mm,pour_lip_height_mm
2026-09-13T12:48:47,0,move,fr5_vgc10,True,26.69,719,True,2.08,,0.5007;0.1977,0.5273;0.3632,False,0.00,0.1442;-0.5825,True,True,True,box,18.5,,,,,
2026-09-13T12:50:19,1,move,fr5_vgc10,True,26.04,712,True,2.28,,0.5228;0.1657,0.4366;0.3570,False,0.00,0.1435;-0.5808,True,True,True,box,20.3,,,,,
2026-09-13T12:51:49,2,move,fr5_vgc10,True,29.23,681,True,1.70,,0.4588;0.1303,0.4996;0.3379,False,0.00,0.1416;-0.5991,True,True,True,box,8.4,,,,,
2026-09-13T12:53:25,3,move,fr5_vgc10,True,25.91,706,True,2.28,,0.4879;0.1407,0.4452;0.3208,False,0.00,0.1426;-0.6076,True,True,True,box,10.6,,,,,
2026-09-13T12:54:57,4,move,fr5_vgc10,True,26.88,719,True,2.23,,0.5202;0.1422,0.4882;0.3719,False,0.00,0.1548;-0.5858,True,True,True,box,15.0,,,,,
2026-09-13T12:56:28,5,move,fr5_vgc10,True,27.63,727,True,2.22,,0.4808;0.1293,0.5337;0.3469,False,0.00,0.1525;-0.6097,True,True,True,box,10.0,,,,,
2026-09-13T12:58:00,6,move,fr5_vgc10,True,25.30,711,True,2.23,,0.5074;0.1577,0.4461;0.2868,False,0.00,0.1395;-0.6032,True,True,True,box,11.0,,,,,
2026-09-13T12:59:32,7,move,fr5_vgc10,True,27.26,725,True,1.42,,0.4405;0.2069,0.4806;0.3120,False,0.00,0.1614;-0.5946,True,True,True,box,12.6,,,,,
2026-09-13T13:01:02,8,move,fr5_vgc10,True,27.19,674,True,2.53,,0.4838;0.1620,0.4817;0.3058,False,0.00,0.1560;-0.5855,True,True,True,box,15.7,,,,,
2026-09-13T13:02:32,9,move,fr5_vgc10,True,25.41,724,True,1.35,,0.5260;0.2166,0.4776;0.3302,False,0.00,0.1209;-0.5921,True,True,True,box,30.2,,,,,
