timestamp,seed,task,robot_cfg,plan_success,planning_time_s,num_satisfying,execute_success,max_transport_tilt_deg,failure_reason,beaker_xy,flask_xy,poured,final_tilt_deg,final_xy,placed_upright,placed_in_goal,task_success,target_obj,goal_err_mm,aux_check,pour_peak_tilt_deg,pour_lip_err_mm,pour_start_lip_err_mm,pour_lip_height_mm
2026-09-12T06:07:23,0,transfer,fr5_ag95,True,53.67,462,True,13.79,,0.5007;0.1977,0.5273;0.3632,True,0.00,0.3555;-0.3548,True,True,True,beaker,7.3,,59.44,26.1,26.9,72.9
2026-09-12T06:10:25,1,transfer,fr5_ag95,True,52.33,599,True,3.18,,0.5228;0.1657,0.4366;0.3570,True,0.00,0.3376;-0.3480,True,True,True,beaker,12.5,,50.19,4.8,16.9,117.4
2026-09-12T06:13:22,2,transfer,fr5_ag95,True,125.33,394,True,4.61,,0.4588;0.1303,0.4996;0.3379,True,0.00,0.3289;-0.3363,True,True,True,beaker,25.2,,60.17,7.1,34.3,61.6
2026-09-12T06:17:47,3,transfer,fr5_ag95,True,54.21,491,True,5.80,,0.4879;0.1407,0.4452;0.3208,True,0.00,0.3357;-0.3370,True,True,True,beaker,19.3,,56.72,7.1,45.0,86.3
2026-09-12T06:20:46,4,transfer,fr5_ag95,True,54.45,508,True,6.65,,0.5202;0.1422,0.4882;0.3719,True,0.00,0.3437;-0.3388,True,True,True,beaker,12.8,,55.91,17.8,52.3,84.7
2026-09-12T06:23:43,5,transfer,fr5_ag95,True,56.26,521,True,3.32,,0.4808;0.1293,0.5337;0.3469,True,0.00,0.3598;-0.3642,True,True,True,beaker,17.3,,56.50,3.9,14.4,75.6
2026-09-12T06:27:08,6,transfer,fr5_ag95,True,51.72,558,True,5.60,,0.5074;0.1577,0.4461;0.2868,True,0.00,0.3674;-0.3408,True,True,True,beaker,19.7,,52.86,7.7,12.4,88.6
2026-09-12T06:30:02,7,transfer,fr5_ag95,True,53.64,337,True,3.64,,0.4405;0.2069,0.4806;0.3120,True,0.00,0.3539;-0.3456,True,True,True,beaker,5.9,,58.83,18.4,35.7,64.8
2026-09-12T06:33:01,8,transfer,fr5_ag95,True,165.73,461,True,2.65,,0.4838;0.1620,0.4817;0.3058,True,0.00,0.3631;-0.3479,True,True,True,beaker,13.3,,57.42,5.8,40.0,72.8
2026-09-12T06:37:55,9,transfer,fr5_ag95,False,,,False,,set_tamp_env_failed,0.5260;0.2166,0.4776;0.3302,False,,,False,False,False,,,,,,,
2026-09-12T06:39:18,10,transfer,fr5_ag95,False,2.25,0,False,,plan_no_satisfying,0.5089;0.2089,0.5295;0.3642,False,,,False,False,False,,,,,,,
2026-09-12T06:47:17,11,transfer,fr5_ag95,True,53.01,505,True,7.40,,0.4470;0.1377,0.4960;0.3186,True,0.00,0.3569;-0.3423,True,True,True,beaker,10.3,,64.01,19.4,13.5,63.7
2026-09-12T06:50:15,12,transfer,fr5_ag95,True,105.05,433,True,2.65,,0.5070;0.1363,0.5196;0.2819,True,0.00,0.3585;-0.3610,True,True,True,beaker,13.9,,59.75,6.7,27.3,69.2
