timestamp,seed,task,robot_cfg,plan_success,planning_time_s,num_satisfying,execute_success,max_transport_tilt_deg,failure_reason,beaker_xy,flask_xy,poured,final_tilt_deg,final_xy,placed_upright,placed_in_goal,task_success,target_obj,goal_err_mm,aux_check,pour_peak_tilt_deg,pour_lip_err_mm,pour_start_lip_err_mm,pour_lip_height_mm
2026-09-12T10:26:44,18,transfer,fr5_ag95,True,56.12,467,True,3.98,,0.5044;0.1824,0.4461;0.3130,True,0.00,0.3547;-0.3484,True,True,True,beaker,4.9,,61.09,9.6,25.6,63.5
2026-09-12T10:29:49,19,transfer,fr5_ag95,True,55.18,393,True,1.88,,0.5181;0.1786,0.5255;0.3745,True,0.00,0.3428;-0.3383,True,True,True,beaker,13.7,,60.45,15.4,28.0,60.2
2026-09-12T10:33:08,20,transfer,fr5_ag95,False,164.34,0,False,,plan_no_satisfying,0.4499;0.2234,0.4787;0.3457,False,,,False,False,False,,,,,,,
2026-09-12T10:37:17,21,transfer,fr5_ag95,True,58.55,545,True,3.37,,0.4823;0.1360,0.5014;0.3014,True,0.00,0.3557;-0.3559,True,True,True,beaker,8.2,,59.31,19.7,23.1,68.7
2026-09-12T10:40:21,22,transfer,fr5_ag95,False,157.59,0,False,,plan_no_satisfying,0.5251;0.2085,0.4894;0.3424,False,,,False,False,False,,,,,,,
2026-09-12T10:44:24,23,transfer,fr5_ag95,True,51.51,486,True,2.89,,0.4602;0.1466,0.4809;0.3232,True,0.00,0.3421;-0.3380,True,True,True,beaker,14.4,,58.39,10.5,47.8,77.1
2026-09-12T10:47:19,24,transfer,fr5_ag95,True,57.54,462,True,1.98,,0.5274;0.1334,0.5159;0.3529,True,0.00,0.3573;-0.3583,True,True,True,beaker,11.1,,29.77,23.9,38.1,181.1
2026-09-12T10:50:29,25,transfer,fr5_ag95,True,59.68,418,True,5.48,,0.5391;0.2034,0.4564;0.3583,True,0.00,0.3380;-0.3411,True,True,True,beaker,15.0,,54.17,18.9,13.0,93.8
2026-09-12T10:53:29,26,transfer,fr5_ag95,True,51.18,392,True,1.59,,0.5034;0.1417,0.4514;0.3323,True,0.00,0.3570;-0.3570,True,True,True,beaker,9.9,,57.94,24.3,42.3,74.6
2026-09-12T10:56:28,27,transfer,fr5_ag95,True,126.26,350,True,4.32,,0.4410;0.1446,0.5282;0.3220,True,0.00,0.3567;-0.3545,True,True,True,beaker,8.0,,36.09,42.3,38.9,161.5
2026-09-12T11:00:43,28,transfer,fr5_ag95,False,2.34,0,False,,plan_no_satisfying,0.5276;0.2198,0.5123;0.3146,False,,,False,False,False,,,,,,,
2026-09-12T11:02:10,29,transfer,fr5_ag95,True,53.30,436,True,4.43,,0.4794;0.1628,0.4576;0.3605,True,0.00,0.3665;-0.3533,True,True,True,beaker,16.9,,58.64,14.7,11.0,78.9
