timestamp,seed,task,robot_cfg,plan_success,planning_time_s,num_satisfying,execute_success,max_transport_tilt_deg,failure_reason,beaker_xy,flask_xy,poured,final_tilt_deg,final_xy,placed_upright,placed_in_goal,task_success,target_obj,goal_err_mm,aux_check,pour_peak_tilt_deg,pour_lip_err_mm,pour_start_lip_err_mm,pour_lip_height_mm
2026-09-12T04:44:13,0,transfer,fr5_ag95,True,61.78,466,True,3.34,,0.5007;0.1977,0.5273;0.3632,True,0.00,0.3404;-0.3409,True,True,True,beaker,13.2,,48.90,13.3,46.0,115.5
2026-09-12T04:46:35,1,transfer,fr5_ag95,True,60.12,515,True,2.39,,0.5228;0.1657,0.4366;0.3570,True,0.00,0.3467;-0.3342,True,True,True,beaker,16.1,,59.45,12.1,10.1,63.0
2026-09-12T04:48:58,2,transfer,fr5_ag95,True,69.07,490,True,3.95,,0.4588;0.1303,0.4996;0.3379,True,0.00,0.3438;-0.3660,True,True,True,beaker,17.1,,60.30,12.3,7.9,60.3
2026-09-12T04:51:27,3,transfer,fr5_ag95,True,182.95,502,True,2.63,,0.4879;0.1407,0.4452;0.3208,True,0.00,0.3355;-0.3336,True,True,True,beaker,21.9,,41.78,9.0,52.9,143.3
2026-09-12T04:55:46,4,transfer,fr5_ag95,True,60.49,551,True,4.11,,0.5202;0.1422,0.4882;0.3719,True,0.00,0.3446;-0.3392,True,True,True,beaker,12.1,,48.68,9.0,38.3,114.8
2026-09-12T04:58:06,5,transfer,fr5_ag95,True,64.00,397,True,3.76,,0.4808;0.1293,0.5337;0.3469,True,0.00,0.3542;-0.3364,True,True,True,beaker,14.3,,58.26,6.6,35.6,76.2
2026-09-12T05:00:31,6,transfer,fr5_ag95,True,58.36,322,True,1.92,,0.5074;0.1577,0.4461;0.2868,True,0.00,0.3349;-0.3345,True,True,True,beaker,21.6,,57.91,6.5,7.0,69.5
2026-09-12T05:02:51,7,transfer,fr5_ag95,True,61.31,299,True,3.56,,0.4405;0.2069,0.4806;0.3120,True,0.00,0.3387;-0.3395,True,True,True,beaker,15.4,,57.92,14.3,41.1,79.9
2026-09-12T05:05:10,8,transfer,fr5_ag95,True,124.62,306,True,2.07,,0.4838;0.1620,0.4817;0.3058,True,0.00,0.3418;-0.3401,True,True,True,beaker,12.8,,59.44,14.8,40.2,61.8
2026-09-12T05:08:37,9,transfer,fr5_ag95,True,58.21,253,True,3.21,,0.5260;0.2166,0.4776;0.3302,True,0.00,0.3486;-0.3403,True,True,True,beaker,9.8,,28.74,20.1,29.7,192.3
