timestamp,seed,task,robot_cfg,plan_success,planning_time_s,num_satisfying,execute_success,max_transport_tilt_deg,failure_reason,beaker_xy,flask_xy,poured,final_tilt_deg,final_xy,placed_upright,placed_in_goal,task_success
2026-09-08T22:29:45,0,transfer,fr5_ag95,True,39.32,365,True,1.69,,0.5007;0.1977,0.5273;0.3632,True,0.00,0.3466;-0.3465,True,True,True
2026-09-08T22:32:23,1,transfer,fr5_ag95,True,98.31,417,True,14.73,task_incomplete:vessel_not_upright(90.0deg),0.5228;0.1657,0.4366;0.3570,True,90.00,0.3249;-0.3844,False,True,False
2026-09-08T22:36:10,2,transfer,fr5_ag95,True,38.52,352,True,6.55,,0.4588;0.1303,0.4996;0.3379,True,0.00,0.3549;-0.3334,True,True,True
2026-09-08T22:38:39,3,transfer,fr5_ag95,True,139.26,344,True,2.59,"task_incomplete:vessel_not_upright(90.0deg)+vessel_outside_goal(0.453,-0.329)",0.4879;0.1407,0.4452;0.3208,True,90.00,0.4534;-0.3293,False,False,False
2026-09-08T22:43:06,4,transfer,fr5_ag95,True,101.36,494,True,4.56,,0.5202;0.1422,0.4882;0.3719,True,0.00,0.3635;-0.3337,True,True,True
2026-09-08T22:46:30,5,transfer,fr5_ag95,True,39.67,385,True,1.37,"task_incomplete:vessel_not_upright(90.0deg)+vessel_outside_goal(0.276,-0.375)",0.4808;0.1293,0.5337;0.3469,True,90.00,0.2757;-0.3748,False,False,False
2026-09-08T22:49:06,6,transfer,fr5_ag95,True,84.70,588,True,3.77,,0.5074;0.1577,0.4461;0.2868,True,0.00,0.3547;-0.3311,True,True,True
2026-09-08T22:52:31,7,transfer,fr5_ag95,True,86.25,406,True,1.88,,0.4405;0.2069,0.4806;0.3120,True,0.00,0.3664;-0.3514,True,True,True
2026-09-08T22:56:11,8,transfer,fr5_ag95,True,39.66,350,True,4.98,,0.4838;0.1620,0.4817;0.3058,True,0.00,0.3658;-0.3702,True,True,True
2026-09-08T22:58:40,9,transfer,fr5_ag95,True,85.31,303,True,3.15,,0.5260;0.2166,0.4776;0.3302,True,0.00,0.3443;-0.3608,True,True,True
2026-09-08T23:02:21,10,transfer,fr5_ag95,True,39.76,327,True,2.61,,0.5089;0.2089,0.5295;0.3642,True,0.00,0.3559;-0.3350,True,True,True
2026-09-08T23:04:57,11,transfer,fr5_ag95,True,42.76,381,True,1.89,,0.4470;0.1377,0.4960;0.3186,True,0.00,0.3360;-0.3386,True,True,True
2026-09-08T23:07:23,12,transfer,fr5_ag95,True,97.76,358,True,2.14,,0.5070;0.1363,0.5196;0.2819,True,0.00,0.3667;-0.3389,True,True,True
2026-09-08T23:10:57,13,transfer,fr5_ag95,True,38.78,489,True,2.85,,0.5014;0.1250,0.5323;0.3103,True,0.00,0.3533;-0.3249,True,True,True
2026-09-08T23:13:32,14,transfer,fr5_ag95,True,40.04,432,True,4.06,"task_incomplete:vessel_not_upright(90.0deg)+vessel_outside_goal(0.291,-0.328)",0.5162;0.1964,0.4911;0.3563,True,90.00,0.2910;-0.3276,False,False,False
2026-09-08T23:15:56,15,transfer,fr5_ag95,True,39.81,382,True,4.02,,0.5119;0.1593,0.5314;0.3598,True,0.00,0.3494;-0.3588,True,True,True
2026-09-08T23:18:27,16,transfer,fr5_ag95,True,39.00,457,True,2.49,,0.5274;0.2102,0.5030;0.3775,True,0.00,0.3511;-0.3347,True,True,True
2026-09-08T23:21:01,17,transfer,fr5_ag95,True,39.40,323,True,4.04,,0.4828;0.1859,0.4354;0.3071,True,0.00,0.3429;-0.3372,True,True,True
2026-09-08T23:23:32,18,transfer,fr5_ag95,True,85.91,537,True,1.83,,0.5044;0.1824,0.4461;0.3130,True,0.00,0.3624;-0.3389,True,True,True
2026-09-08T23:26:46,19,transfer,fr5_ag95,True,39.34,392,True,2.39,,0.5181;0.1786,0.5255;0.3745,True,0.00,0.3284;-0.3402,True,True,True
2026-09-08T23:29:29,20,transfer,fr5_ag95,True,45.24,63,True,13.79,"task_incomplete:vessel_not_upright(90.0deg)+vessel_outside_goal(0.337,-0.450)",0.4499;0.2234,0.4787;0.3457,True,90.00,0.3373;-0.4499,False,False,False
2026-09-08T23:32:29,21,transfer,fr5_ag95,True,85.12,415,True,2.94,"task_incomplete:vessel_not_upright(90.0deg)+vessel_outside_goal(0.423,-0.321)",0.4823;0.1360,0.5014;0.3014,True,90.00,0.4226;-0.3205,False,False,False
2026-09-08T23:35:58,22,transfer,fr5_ag95,True,45.24,302,True,3.98,,0.5251;0.2084,0.4894;0.3424,True,0.00,0.3401;-0.3374,True,True,True
2026-09-08T23:38:40,23,transfer,fr5_ag95,True,39.07,404,True,2.34,,0.4602;0.1466,0.4809;0.3232,True,0.00,0.3389;-0.3288,True,True,True
2026-09-08T23:41:13,24,transfer,fr5_ag95,True,39.40,336,True,3.50,"task_incomplete:vessel_not_upright(90.0deg)+vessel_outside_goal(0.335,-0.442)",0.5274;0.1334,0.5159;0.3529,True,90.00,0.3348;-0.4422,False,False,False
2026-09-08T23:43:54,25,transfer,fr5_ag95,True,86.23,355,True,2.89,,0.5391;0.2034,0.4564;0.3583,True,0.00,0.3299;-0.3476,True,True,True
2026-09-08T23:47:26,26,transfer,fr5_ag95,True,129.97,511,True,1.60,,0.5034;0.1417,0.4514;0.3323,True,0.00,0.3368;-0.3382,True,True,True
2026-09-08T23:51:31,27,transfer,fr5_ag95,True,39.45,433,True,2.06,,0.4410;0.1446,0.5282;0.3220,True,0.00,0.3532;-0.3502,True,True,True
2026-09-08T23:54:01,28,transfer,fr5_ag95,True,85.69,126,True,1.68,,0.5276;0.2198,0.5123;0.3146,True,0.00,0.3395;-0.3354,True,True,True
2026-09-08T23:57:13,29,transfer,fr5_ag95,True,39.37,530,True,2.41,,0.4794;0.1628,0.4577;0.3605,True,0.00,0.3331;-0.3492,True,True,True
