timestamp,seed,task,planner,robot,plan_success,planning_time_s,failure_reason,beaker_xy,flask_xy,max_time_s,planner_seed
2026-09-13T11:56:55,19,stir,pddlstream,fr5_dh3_pb,1,0.603367306990549,,0.5181;0.1786,0.5255;0.3745,180.0,0
2026-09-13T11:56:57,20,stir,pddlstream,fr5_dh3_pb,0,1.8133606808260083,no_plan_within_budget,0.4499;0.2234,0.4787;0.3457,180.0,0
2026-09-13T11:56:59,21,stir,pddlstream,fr5_dh3_pb,0,1.615006010979414,no_plan_within_budget,0.4823;0.1360,0.5014;0.3014,180.0,0
2026-09-13T11:57:00,22,stir,pddlstream,fr5_dh3_pb,1,0.6873843518551439,,0.5252;0.2084,0.4894;0.3424,180.0,0
2026-09-13T11:57:00,23,stir,pddlstream,fr5_dh3_pb,1,0.3227138069923967,,0.4602;0.1466,0.4809;0.3232,180.0,0
2026-09-13T11:57:01,24,stir,pddlstream,fr5_dh3_pb,1,0.6195107230450958,,0.5274;0.1334,0.5159;0.3529,180.0,0
2026-09-13T11:57:02,25,stir,pddlstream,fr5_dh3_pb,1,0.5987762010190636,,0.5391;0.2034,0.4564;0.3583,180.0,0
2026-09-13T11:57:03,26,stir,pddlstream,fr5_dh3_pb,1,1.09206742211245,,0.5034;0.1417,0.4514;0.3323,180.0,0
2026-09-13T11:57:04,27,stir,pddlstream,fr5_dh3_pb,1,1.0486423270776868,,0.4410;0.1446,0.5282;0.3220,180.0,0
2026-09-13T11:57:05,28,stir,pddlstream,fr5_dh3_pb,1,1.0333844309207052,,0.5276;0.2198,0.5123;0.3146,180.0,0
2026-09-13T11:57:06,29,stir,pddlstream,fr5_dh3_pb,1,0.3505395681131631,,0.4794;0.1628,0.4577;0.3605,180.0,0
2026-09-13T11:57:07,0,stir,pddlstream,fr5_dh3_pb,1,0.5947738678660244,,0.5007;0.1977,0.5273;0.3632,180.0,1
2026-09-13T11:57:09,1,stir,pddlstream,fr5_dh3_pb,1,1.80434267106466,,0.5228;0.1657,0.4366;0.3570,180.0,1
2026-09-13T11:57:10,2,stir,pddlstream,fr5_dh3_pb,1,0.7993268989957869,,0.4588;0.1303,0.4996;0.3379,180.0,1
2026-09-13T11:57:11,3,stir,pddlstream,fr5_dh3_pb,1,1.055465918034315,,0.4879;0.1407,0.4452;0.3208,180.0,1
2026-09-13T11:57:12,4,stir,pddlstream,fr5_dh3_pb,1,0.7899370170198381,,0.5202;0.1422,0.4882;0.3719,180.0,1
2026-09-13T11:57:13,5,stir,pddlstream,fr5_dh3_pb,0,1.0009998329915106,no_plan_within_budget,0.4808;0.1293,0.5337;0.3469,180.0,1
2026-09-13T11:57:15,6,stir,pddlstream,fr5_dh3_pb,1,1.5292465861421078,,0.5074;0.1577,0.4461;0.2868,180.0,1
2026-09-13T11:57:16,7,stir,pddlstream,fr5_dh3_pb,1,1.691920124925673,,0.4405;0.2069,0.4806;0.3120,180.0,1
2026-09-13T11:57:18,8,stir,pddlstream,fr5_dh3_pb,0,1.661931194132194,no_plan_within_budget,0.4838;0.1620,0.4817;0.3058,180.0,1
2026-09-13T11:57:20,9,stir,pddlstream,fr5_dh3_pb,0,1.8769240649417043,no_plan_within_budget,0.5260;0.2166,0.4776;0.3302,180.0,1
2026-09-13T11:57:21,10,stir,pddlstream,fr5_dh3_pb,1,1.0985431228764355,,0.5089;0.2089,0.5295;0.3642,180.0,1
2026-09-13T11:57:22,11,stir,pddlstream,fr5_dh3_pb,1,0.4620171820279211,,0.4470;0.1377,0.4960;0.3186,180.0,1
2026-09-13T11:57:24,12,stir,pddlstream,fr5_dh3_pb,0,2.292962017003447,no_plan_within_budget,0.5070;0.1363,0.5196;0.2819,180.0,1
2026-09-13T11:57:25,13,stir,pddlstream,fr5_dh3_pb,1,0.3847944939043373,,0.5014;0.1250,0.5323;0.3103,180.0,1
2026-09-13T11:57:26,14,stir,pddlstream,fr5_dh3_pb,1,0.5111247769091278,,0.5162;0.1964,0.4911;0.3563,180.0,1
2026-09-13T11:57:27,15,stir,pddlstream,fr5_dh3_pb,1,1.2840098079759628,,0.5119;0.1593,0.5314;0.3598,180.0,1
2026-09-13T11:57:28,16,stir,pddlstream,fr5_dh3_pb,1,1.1190266988705844,,0.5275;0.2102,0.5030;0.3775,180.0,1
2026-09-13T11:57:31,17,stir,pddlstream,fr5_dh3_pb,0,2.508858656976372,no_plan_within_budget,0.4828;0.1859,0.4354;0.3071,180.0,1
2026-09-13T11:57:33,18,stir,pddlstream,fr5_dh3_pb,0,1.8751804381608963,no_plan_within_budget,0.5044;0.1824,0.4461;0.3130,180.0,1
2026-09-13T11:57:33,19,stir,pddlstream,fr5_dh3_pb,1,0.4168107178993523,,0.5181;0.1786,0.5255;0.3745,180.0,1
2026-09-13T11:57:35,20,stir,pddlstream,fr5_dh3_pb,0,1.3403906340245157,no_plan_within_budget,0.4499;0.2234,0.4787;0.3457,180.0,1
2026-09-13T11:57:36,21,stir,pddlstream,fr5_dh3_pb,1,1.4271567470859736,,0.4823;0.1360,0.5014;0.3014,180.0,1
2026-09-13T11:57:39,22,stir,pddlstream,fr5_dh3_pb,0,2.4566674600355327,no_plan_within_budget,0.5252;0.2084,0.4894;0.3424,180.0,1
2026-09-13T11:57:40,23,stir,pddlstream,fr5_dh3_pb,1,0.7977056629024446,,0.4602;0.1466,0.4809;0.3232,180.0,1
2026-09-13T11:57:41,24,stir,pddlstream,fr5_dh3_pb,1,0.5973408550489694,,0.5274;0.1334,0.5159;0.3529,180.0,1
2026-09-13T11:57:41,25,stir,pddlstream,fr5_dh3_pb,1,0.529211405897513,,0.5391;0.2034,0.4564;0.3583,180.0,1
2026-09-13T11:57:44,26,stir,pddlstream,fr5_dh3_pb,1,2.1001193281263113,,0.5034;0.1417,0.4514;0.3323,180.0,1
2026-09-13T11:57:44,27,stir,pddlstream,fr5_dh3_pb,1,0.3558519589714706,,0.4410;0.1446,0.5282;0.3220,180.0,1
2026-09-13T11:57:45,28,stir,pddlstream,fr5_dh3_pb,1,0.3721723889466375,,0.5276;0.2198,0.5123;0.3146,180.0,1
2026-09-13T11:57:46,29,stir,pddlstream,fr5_dh3_pb,1,1.2490972690284252,,0.4794;0.1628,0.4577;0.3605,180.0,1
2026-09-13T11:57:47,0,stir,pddlstream,fr5_dh3_pb,1,0.6604348488617688,,0.5007;0.1977,0.5273;0.3632,180.0,2
2026-09-13T11:57:48,1,stir,pddlstream,fr5_dh3_pb,1,0.6420264709740877,,0.5228;0.1657,0.4366;0.3570,180.0,2
2026-09-13T11:57:49,2,stir,pddlstream,fr5_dh3_pb,1,1.17163802892901,,0.4588;0.1303,0.4996;0.3379,180.0,2
2026-09-13T11:57:52,3,stir,pddlstream,fr5_dh3_pb,1,2.35719101713039,,0.4879;0.1407,0.4452;0.3208,180.0,2
2026-09-13T11:57:53,4,stir,pddlstream,fr5_dh3_pb,1,1.1115139790344983,,0.5202;0.1422,0.4882;0.3719,180.0,2
2026-09-13T11:57:54,5,stir,pddlstream,fr5_dh3_pb,1,0.5951063870452344,,0.4808;0.1293,0.5337;0.3469,180.0,2
2026-09-13T11:57:55,6,stir,pddlstream,fr5_dh3_pb,1,1.2786843050271273,,0.5074;0.1577,0.4461;0.2868,180.0,2
2026-09-13T11:57:58,7,stir,pddlstream,fr5_dh3_pb,0,2.395601487951353,no_plan_within_budget,0.4405;0.2069,0.4806;0.3120,180.0,2
2026-09-13T11:57:59,8,stir,pddlstream,fr5_dh3_pb,1,0.7183508351445198,,0.4838;0.1620,0.4817;0.3058,180.0,2
2026-09-13T11:57:59,9,stir,pddlstream,fr5_dh3_pb,1,0.5943168690428138,,0.5260;0.2166,0.4776;0.3302,180.0,2
2026-09-13T11:58:00,10,stir,pddlstream,fr5_dh3_pb,1,0.40732553601264954,,0.5089;0.2089,0.5295;0.3642,180.0,2
2026-09-13T11:58:00,11,stir,pddlstream,fr5_dh3_pb,1,0.3480360070243478,,0.4470;0.1377,0.4960;0.3186,180.0,2
2026-09-13T11:58:01,12,stir,pddlstream,fr5_dh3_pb,1,0.9446334659587592,,0.5070;0.1363,0.5196;0.2819,180.0,2
2026-09-13T11:58:02,13,stir,pddlstream,fr5_dh3_pb,1,0.5599105961155146,,0.5014;0.1250,0.5323;0.3103,180.0,2
2026-09-13T11:58:03,14,stir,pddlstream,fr5_dh3_pb,1,0.7859337080735713,,0.5162;0.1964,0.4911;0.3563,180.0,2
2026-09-13T11:58:05,15,stir,pddlstream,fr5_dh3_pb,1,1.8063625190407038,,0.5119;0.1593,0.5314;0.3598,180.0,2
2026-09-13T11:58:07,16,stir,pddlstream,fr5_dh3_pb,0,1.3720524059608579,no_plan_within_budget,0.5275;0.2102,0.5030;0.3775,180.0,2
2026-09-13T11:58:08,17,stir,pddlstream,fr5_dh3_pb,1,1.787770131835714,,0.4828;0.1859,0.4354;0.3071,180.0,2
2026-09-13T11:58:12,18,stir,pddlstream,fr5_dh3_pb,0,3.2627267059870064,no_plan_within_budget,0.5044;0.1824,0.4461;0.3130,180.0,2
2026-09-13T11:58:13,19,stir,pddlstream,fr5_dh3_pb,1,1.1218987531028688,,0.5181;0.1786,0.5255;0.3745,180.0,2
2026-09-13T11:58:14,20,stir,pddlstream,fr5_dh3_pb,1,1.1521310650277883,,0.4499;0.2234,0.4787;0.3457,180.0,2
2026-09-13T11:58:17,21,stir,pddlstream,fr5_dh3_pb,0,2.241850365884602,no_plan_within_budget,0.4823;0.1360,0.5014;0.3014,180.0,2
2026-09-13T11:58:17,22,stir,pddlstream,fr5_dh3_pb,1,0.505051561165601,,0.5252;0.2084,0.4894;0.3424,180.0,2
2026-09-13T11:58:19,23,stir,pddlstream,fr5_dh3_pb,1,1.2031334100756794,,0.4602;0.1466,0.4809;0.3232,180.0,2
2026-09-13T11:58:19,24,stir,pddlstream,fr5_dh3_pb,1,0.3244476451072842,,0.5274;0.1334,0.5159;0.3529,180.0,2
2026-09-13T11:58:21,25,stir,pddlstream,fr5_dh3_pb,1,1.4455121150240302,,0.5391;0.2034,0.4564;0.3583,180.0,2
2026-09-13T11:58:22,26,stir,pddlstream,fr5_dh3_pb,1,0.7068016219418496,,0.5034;0.1417,0.4514;0.3323,180.0,2
2026-09-13T11:58:24,27,stir,pddlstream,fr5_dh3_pb,0,2.643992801196873,no_plan_within_budget,0.4410;0.1446,0.5282;0.3220,180.0,2
2026-09-13T11:58:27,28,stir,pddlstream,fr5_dh3_pb,0,2.876689493888989,no_plan_within_budget,0.5276;0.2198,0.5123;0.3146,180.0,2
2026-09-13T11:58:28,29,stir,pddlstream,fr5_dh3_pb,1,0.5684131691232324,,0.4794;0.1628,0.4577;0.3605,180.0,2
2026-09-13T11:58:30,0,stir,pddlstream,fr5_dh3_pb,1,0.9622539209667593,,0.5007;0.1977,0.5273;0.3632,180.0,3
2026-09-13T11:58:33,1,stir,pddlstream,fr5_dh3_pb,0,3.1056461399421096,no_plan_within_budget,0.5228;0.1657,0.4366;0.3570,180.0,3
2026-09-13T11:58:33,2,stir,pddlstream,fr5_dh3_pb,1,0.49170639319345355,,0.4588;0.1303,0.4996;0.3379,180.0,3
2026-09-13T11:58:36,3,stir,pddlstream,fr5_dh3_pb,0,2.0539447388146073,no_plan_within_budget,0.4879;0.1407,0.4452;0.3208,180.0,3
2026-09-13T11:58:36,4,stir,pddlstream,fr5_dh3_pb,1,0.4286444860044867,,0.5202;0.1422,0.4882;0.3719,180.0,3
2026-09-13T11:58:37,5,stir,pddlstream,fr5_dh3_pb,1,0.3915512152016163,,0.4808;0.1293,0.5337;0.3469,180.0,3
2026-09-13T11:58:39,6,stir,pddlstream,fr5_dh3_pb,0,1.7962692119181156,no_plan_within_budget,0.5074;0.1577,0.4461;0.2868,180.0,3
2026-09-13T11:58:41,7,stir,pddlstream,fr5_dh3_pb,0,2.074272330151871,no_plan_within_budget,0.4405;0.2069,0.4806;0.3120,180.0,3
2026-09-13T11:58:43,8,stir,pddlstream,fr5_dh3_pb,0,1.851925787050277,no_plan_within_budget,0.4838;0.1620,0.4817;0.3058,180.0,3
2026-09-13T11:58:43,9,stir,pddlstream,fr5_dh3_pb,1,0.47318537603132427,,0.5260;0.2166,0.4776;0.3302,180.0,3
2026-09-13T11:58:44,10,stir,pddlstream,fr5_dh3_pb,1,0.4892644779756665,,0.5089;0.2089,0.5295;0.3642,180.0,3
2026-09-13T11:58:45,11,stir,pddlstream,fr5_dh3_pb,1,0.40632259217090905,,0.4470;0.1377,0.4960;0.3186,180.0,3
2026-09-13T11:58:46,12,stir,pddlstream,fr5_dh3_pb,1,1.3330977279692888,,0.5070;0.1363,0.5196;0.2819,180.0,3
2026-09-13T11:58:48,13,stir,pddlstream,fr5_dh3_pb,0,1.811960072023794,no_plan_within_budget,0.5014;0.1250,0.5323;0.3103,180.0,3
2026-09-13T11:58:49,14,stir,pddlstream,fr5_dh3_pb,1,1.180334288161248,,0.5162;0.1964,0.4911;0.3563,180.0,3
2026-09-13T11:58:50,15,stir,pddlstream,fr5_dh3_pb,1,0.5682772619184107,,0.5119;0.1593,0.5314;0.3598,180.0,3
2026-09-13T11:58:52,16,stir,pddlstream,fr5_dh3_pb,0,1.9050029220525175,no_plan_within_budget,0.5275;0.2102,0.5030;0.3775,180.0,3
2026-09-13T11:58:53,17,stir,pddlstream,fr5_dh3_pb,1,0.9640064160339534,,0.4828;0.1859,0.4354;0.3071,180.0,3
2026-09-13T11:58:54,18,stir,pddlstream,fr5_dh3_pb,1,0.6524224921595305,,0.5044;0.1824,0.4461;0.3130,180.0,3
2026-09-13T11:58:55,19,stir,pddlstream,fr5_dh3_pb,1,1.2702621219214052,,0.5181;0.1786,0.5255;0.3745,180.0,3
2026-09-13T11:58:56,20,stir,pddlstream,fr5_dh3_pb,1,0.9818200590088964,,0.4499;0.2234,0.4787;0.3457,180.0,3
2026-09-13T11:58:58,21,stir,pddlstream,fr5_dh3_pb,0,1.8796415298711509,no_plan_within_budget,0.4823;0.1360,0.5014;0.3014,180.0,3
2026-09-13T11:58:59,22,stir,pddlstream,fr5_dh3_pb,1,0.6838753980118781,,0.5252;0.2084,0.4894;0.3424,180.0,3
2026-09-13T11:59:00,23,stir,pddlstream,fr5_dh3_pb,1,0.5376058160327375,,0.4602;0.1466,0.4809;0.3232,180.0,3
2026-09-13T11:59:01,24,stir,pddlstream,fr5_dh3_pb,1,1.2208379250951111,,0.5274;0.1334,0.5159;0.3529,180.0,3
2026-09-13T11:59:02,25,stir,pddlstream,fr5_dh3_pb,1,0.6424922191072255,,0.5391;0.2034,0.4564;0.3583,180.0,3
2026-09-13T11:59:04,26,stir,pddlstream,fr5_dh3_pb,0,1.3762255050241947,no_plan_within_budget,0.5034;0.1417,0.4514;0.3323,180.0,3
2026-09-13T11:59:06,27,stir,pddlstream,fr5_dh3_pb,1,1.8248502740170807,,0.4410;0.1446,0.5282;0.3220,180.0,3
2026-09-13T11:59:09,28,stir,pddlstream,fr5_dh3_pb,0,2.830940391868353,no_plan_within_budget,0.5276;0.2198,0.5123;0.3146,180.0,3
2026-09-13T11:59:09,29,stir,pddlstream,fr5_dh3_pb,1,0.6020626409444958,,0.4794;0.1628,0.4577;0.3605,180.0,3
2026-09-13T11:59:11,0,stir,pddlstream,fr5_dh3_pb,1,0.7258746109437197,,0.5007;0.1977,0.5273;0.3632,180.0,4
2026-09-13T11:59:13,1,stir,pddlstream,fr5_dh3_pb,1,2.012819216120988,,0.5228;0.1657,0.4366;0.3570,180.0,4
2026-09-13T11:59:14,2,stir,pddlstream,fr5_dh3_pb,1,0.922768770949915,,0.4588;0.1303,0.4996;0.3379,180.0,4
2026-09-13T11:59:16,3,stir,pddlstream,fr5_dh3_pb,1,2.0102564299013466,,0.4879;0.1407,0.4452;0.3208,180.0,4
2026-09-13T11:59:20,4,stir,pddlstream,fr5_dh3_pb,1,3.623773328959942,,0.5202;0.1422,0.4882;0.3719,180.0,4
2026-09-13T11:59:21,5,stir,pddlstream,fr5_dh3_pb,0,0.7461268380284309,no_plan_within_budget,0.4808;0.1293,0.5337;0.3469,180.0,4
2026-09-13T11:59:23,6,stir,pddlstream,fr5_dh3_pb,1,2.077077001100406,,0.5074;0.1577,0.4461;0.2868,180.0,4
2026-09-13T11:59:25,7,stir,pddlstream,fr5_dh3_pb,0,2.127985975937918,no_plan_within_budget,0.4405;0.2069,0.4806;0.3120,180.0,4
2026-09-13T11:59:26,8,stir,pddlstream,fr5_dh3_pb,1,0.4981242099311203,,0.4838;0.1620,0.4817;0.3058,180.0,4
2026-09-13T11:59:27,9,stir,pddlstream,fr5_dh3_pb,1,1.4744745430070907,,0.5260;0.2166,0.4776;0.3302,180.0,4
2026-09-13T11:59:28,10,stir,pddlstream,fr5_dh3_pb,1,0.34877229598350823,,0.5089;0.2089,0.5295;0.3642,180.0,4
2026-09-13T11:59:28,11,stir,pddlstream,fr5_dh3_pb,1,0.3448659039568156,,0.4470;0.1377,0.4960;0.3186,180.0,4
2026-09-13T11:59:29,12,stir,pddlstream,fr5_dh3_pb,1,0.6301441569812596,,0.5070;0.1363,0.5196;0.2819,180.0,4
2026-09-13T11:59:30,13,stir,pddlstream,fr5_dh3_pb,1,1.0796008680481464,,0.5014;0.1250,0.5323;0.3103,180.0,4
2026-09-13T11:59:32,14,stir,pddlstream,fr5_dh3_pb,1,1.8532300360966474,,0.5162;0.1964,0.4911;0.3563,180.0,4
2026-09-13T11:59:33,15,stir,pddlstream,fr5_dh3_pb,1,0.794667192036286,,0.5119;0.1593,0.5314;0.3598,180.0,4
2026-09-13T11:59:35,16,stir,pddlstream,fr5_dh3_pb,0,1.8667472209781408,no_plan_within_budget,0.5275;0.2102,0.5030;0.3775,180.0,4
2026-09-13T11:59:36,17,stir,pddlstream,fr5_dh3_pb,1,0.30455106985755265,,0.4828;0.1859,0.4354;0.3071,180.0,4
2026-09-13T11:59:37,18,stir,pddlstream,fr5_dh3_pb,0,1.717353890184313,no_plan_within_budget,0.5044;0.1824,0.4461;0.3130,180.0,4
2026-09-13T11:59:39,19,stir,pddlstream,fr5_dh3_pb,1,1.5730587439611554,,0.5181;0.1786,0.5255;0.3745,180.0,4
2026-09-13T11:59:43,20,stir,pddlstream,fr5_dh3_pb,0,3.5706500250380486,no_plan_within_budget,0.4499;0.2234,0.4787;0.3457,180.0,4
2026-09-13T11:59:44,21,stir,pddlstream,fr5_dh3_pb,0,1.0499629802070558,no_plan_within_budget,0.4823;0.1360,0.5014;0.3014,180.0,4
2026-09-13T11:59:45,22,stir,pddlstream,fr5_dh3_pb,1,0.5953296481166035,,0.5252;0.2084,0.4894;0.3424,180.0,4
2026-09-13T11:59:46,23,stir,pddlstream,fr5_dh3_pb,1,1.546674707904458,,0.4602;0.1466,0.4809;0.3232,180.0,4
2026-09-13T11:59:47,24,stir,pddlstream,fr5_dh3_pb,1,0.8786998321302235,,0.5274;0.1334,0.5159;0.3529,180.0,4
2026-09-13T11:59:48,25,stir,pddlstream,fr5_dh3_pb,1,0.45941895502619445,,0.5391;0.2034,0.4564;0.3583,180.0,4
2026-09-13T11:59:50,26,stir,pddlstream,fr5_dh3_pb,1,1.8815414309501648,,0.5034;0.1417,0.4514;0.3323,180.0,4
2026-09-13T11:59:51,27,stir,pddlstream,fr5_dh3_pb,1,0.819090326083824,,0.4410;0.1446,0.5282;0.3220,180.0,4
2026-09-13T11:59:54,28,stir,pddlstream,fr5_dh3_pb,0,2.4925557838287205,no_plan_within_budget,0.5276;0.2198,0.5123;0.3146,180.0,4
2026-09-13T11:59:56,29,stir,pddlstream,fr5_dh3_pb,1,2.3805307729635388,,0.4794;0.1628,0.4577;0.3605,180.0,4
