timestamp,seed,task,robot_cfg,plan_success,planning_time_s,num_satisfying,execute_success,max_transport_tilt_deg,failure_reason,beaker_xy,flask_xy,poured,final_tilt_deg,final_xy,placed_upright,placed_in_goal,task_success,target_obj,goal_err_mm,aux_check,pour_peak_tilt_deg,pour_lip_err_mm,pour_start_lip_err_mm,pour_lip_height_mm
2026-09-13T10:04:34,1,transfer,fr5_ag95,True,59.67,593,True,3.26,,0.5228;0.1657,0.4366;0.3570,True,0.00,0.3582;-0.3563,True,True,True,beaker,10.3,,48.55,47.3,29.1,154.6
2026-09-13T10:07:00,2,transfer,fr5_ag95,True,68.06,410,True,8.53,,0.4588;0.1303,0.4996;0.3379,True,0.00,0.3480;-0.3381,True,True,True,beaker,12.0,,59.07,18.4,37.4,76.9
2026-09-13T10:09:31,3,transfer,fr5_ag95,True,122.94,441,True,2.06,,0.4879;0.1407,0.4452;0.3208,True,0.00,0.3399;-0.3426,True,True,True,beaker,12.5,,58.88,15.8,6.4,66.1
2026-09-13T10:12:51,4,transfer,fr5_ag95,True,60.49,507,True,6.53,,0.5202;0.1422,0.4882;0.3719,True,0.00,0.3431;-0.3395,True,True,True,beaker,12.6,,55.84,18.2,53.8,87.4
2026-09-13T10:15:09,5,transfer,fr5_ag95,True,63.98,519,True,3.88,,0.4808;0.1293,0.5337;0.3469,True,0.00,0.3603;-0.3399,True,True,True,beaker,14.4,,44.27,47.2,42.9,148.9
2026-09-13T10:17:40,6,transfer,fr5_ag95,True,60.64,578,True,4.90,,0.5074;0.1577,0.4461;0.2868,True,0.00,0.3377;-0.3596,True,True,True,beaker,15.6,,61.06,16.2,29.7,60.3
2026-09-13T10:20:09,7,transfer,fr5_ag95,True,61.40,322,True,8.03,,0.4405;0.2069,0.4806;0.3120,True,0.00,0.3573;-0.3537,True,True,True,beaker,8.2,,54.74,16.1,53.6,90.8
2026-09-13T10:22:28,8,transfer,fr5_ag95,True,125.06,219,True,7.55,,0.4838;0.1620,0.4817;0.3058,True,0.00,0.3604;-0.3425,True,True,True,beaker,12.8,,34.46,32.2,45.3,166.9
