timestamp,seed,task,planner,robot,plan_success,planning_time_s,failure_reason,beaker_xy,flask_xy,max_time_s,planner_seed
2026-09-13T10:28:51,0,transfer,pddlstream,fr5_ag95,1,17.814650899963453,,0.5007;0.1977,0.5273;0.3632,180.0,0
2026-09-13T10:28:54,1,transfer,pddlstream,fr5_ag95,1,2.8094233099836856,,0.5228;0.1657,0.4366;0.3570,180.0,0
2026-09-13T10:31:54,2,transfer,pddlstream,fr5_ag95,0,180.0058454850223,no_plan_within_budget,0.4588;0.1303,0.4996;0.3379,180.0,0
2026-09-13T10:31:56,3,transfer,pddlstream,fr5_ag95,1,1.8679226459935308,,0.4879;0.1407,0.4452;0.3208,180.0,0
2026-09-13T10:31:57,4,transfer,pddlstream,fr5_ag95,1,1.5180103199090809,,0.5202;0.1422,0.4882;0.3719,180.0,0
2026-09-13T10:31:59,5,transfer,pddlstream,fr5_ag95,1,1.2509289090521634,,0.4808;0.1293,0.5337;0.3469,180.0,0
2026-09-13T10:32:00,6,transfer,pddlstream,fr5_ag95,1,1.0409311519470066,,0.5074;0.1577,0.4461;0.2868,180.0,0
2026-09-13T10:32:00,7,transfer,pddlstream,fr5_ag95,1,0.6175431290175766,,0.4405;0.2069,0.4806;0.3120,180.0,0
2026-09-13T10:32:07,8,transfer,pddlstream,fr5_ag95,1,6.698447536909953,,0.4838;0.1620,0.4817;0.3058,180.0,0
2026-09-13T10:35:08,9,transfer,pddlstream,fr5_ag95,0,180.72463355399668,no_plan_within_budget,0.5260;0.2166,0.4776;0.3302,180.0,0
2026-09-13T10:35:09,10,transfer,pddlstream,fr5_ag95,1,0.6007769010029733,,0.5089;0.2089,0.5295;0.3642,180.0,0
2026-09-13T10:38:15,11,transfer,pddlstream,fr5_ag95,0,186.07303683809005,no_plan_within_budget,0.4470;0.1377,0.4960;0.3186,180.0,0
2026-09-13T10:38:15,12,transfer,pddlstream,fr5_ag95,1,0.28268752712756395,,0.5070;0.1363,0.5196;0.2819,180.0,0
2026-09-13T10:38:25,13,transfer,pddlstream,fr5_ag95,1,9.752274297177792,,0.5014;0.1250,0.5323;0.3103,180.0,0
2026-09-13T10:38:40,14,transfer,pddlstream,fr5_ag95,1,14.771498159039766,,0.5162;0.1964,0.4911;0.3563,180.0,0
2026-09-13T10:38:40,15,transfer,pddlstream,fr5_ag95,1,0.3441007749643177,,0.5119;0.1593,0.5314;0.3598,180.0,0
